sample_id,haplotype,assembly_name,location
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00140/alignments/GRCh38_no_alt/assemblies/HG00140.GRCh38_no_alt.hap1.sorted.bam
HG00140,2,HG00140_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00140/alignments/GRCh38_no_alt/assemblies/HG00140.GRCh38_no_alt.hap2.sorted.bam
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00146/alignments/GRCh38_no_alt/assemblies/HG00146.GRCh38_no_alt.hap1.sorted.bam
HG00146,2,HG00146_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00146/alignments/GRCh38_no_alt/assemblies/HG00146.GRCh38_no_alt.hap2.sorted.bam
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00232/alignments/GRCh38_no_alt/assemblies/HG00232.GRCh38_no_alt.hap1.sorted.bam
HG00232,2,HG00232_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00232/alignments/GRCh38_no_alt/assemblies/HG00232.GRCh38_no_alt.hap2.sorted.bam
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00235/alignments/GRCh38_no_alt/assemblies/HG00235.GRCh38_no_alt.hap1.sorted.bam
HG00235,2,HG00235_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00235/alignments/GRCh38_no_alt/assemblies/HG00235.GRCh38_no_alt.hap2.sorted.bam
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00253/alignments/GRCh38_no_alt/assemblies/HG00253.GRCh38_no_alt.hap1.sorted.bam
HG00253,2,HG00253_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00253/alignments/GRCh38_no_alt/assemblies/HG00253.GRCh38_no_alt.hap2.sorted.bam
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00272/alignments/GRCh38_no_alt/assemblies/HG00272.GRCh38_no_alt.hap1.sorted.bam
HG00272,2,HG00272_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00272/alignments/GRCh38_no_alt/assemblies/HG00272.GRCh38_no_alt.hap2.sorted.bam
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00280/alignments/GRCh38_no_alt/assemblies/HG00280.GRCh38_no_alt.hap1.sorted.bam
HG00280,2,HG00280_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00280/alignments/GRCh38_no_alt/assemblies/HG00280.GRCh38_no_alt.hap2.sorted.bam
HG00290,1,HG00290_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00290/alignments/GRCh38_no_alt/assemblies/HG00290.GRCh38_no_alt.hap1.sorted.bam
HG00290,2,HG00290_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00290/alignments/GRCh38_no_alt/assemblies/HG00290.GRCh38_no_alt.hap2.sorted.bam
HG00320,1,HG00320_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00320/alignments/GRCh38_no_alt/assemblies/HG00320.GRCh38_no_alt.hap1.sorted.bam
HG00320,2,HG00320_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00320/alignments/GRCh38_no_alt/assemblies/HG00320.GRCh38_no_alt.hap2.sorted.bam
HG00321,1,HG00321_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00321/alignments/GRCh38_no_alt/assemblies/HG00321.GRCh38_no_alt.hap1.sorted.bam
HG00321,2,HG00321_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00321/alignments/GRCh38_no_alt/assemblies/HG00321.GRCh38_no_alt.hap2.sorted.bam
HG00323,1,HG00323_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00323/alignments/GRCh38_no_alt/assemblies/HG00323.GRCh38_no_alt.hap1.sorted.bam
HG00323,2,HG00323_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00323/alignments/GRCh38_no_alt/assemblies/HG00323.GRCh38_no_alt.hap2.sorted.bam
HG00329,1,HG00329_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00329/alignments/GRCh38_no_alt/assemblies/HG00329.GRCh38_no_alt.hap1.sorted.bam
HG00329,2,HG00329_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00329/alignments/GRCh38_no_alt/assemblies/HG00329.GRCh38_no_alt.hap2.sorted.bam
HG00344,1,HG00344_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00344/alignments/GRCh38_no_alt/assemblies/HG00344.GRCh38_no_alt.hap1.sorted.bam
HG00344,2,HG00344_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00344/alignments/GRCh38_no_alt/assemblies/HG00344.GRCh38_no_alt.hap2.sorted.bam
HG00350,1,HG00350_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00350/alignments/GRCh38_no_alt/assemblies/HG00350.GRCh38_no_alt.hap1.sorted.bam
HG00350,2,HG00350_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00350/alignments/GRCh38_no_alt/assemblies/HG00350.GRCh38_no_alt.hap2.sorted.bam
HG00408,1,HG00408_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00408/alignments/GRCh38_no_alt/assemblies/HG00408.GRCh38_no_alt.hap1.sorted.bam
HG00408,2,HG00408_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00408/alignments/GRCh38_no_alt/assemblies/HG00408.GRCh38_no_alt.hap2.sorted.bam
HG00423,1,HG00423_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00423/alignments/GRCh38_no_alt/assemblies/HG00423.GRCh38_no_alt.hap1.sorted.bam
HG00423,2,HG00423_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00423/alignments/GRCh38_no_alt/assemblies/HG00423.GRCh38_no_alt.hap2.sorted.bam
HG00438,1,HG00438_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00438/alignments/GRCh38_no_alt/assemblies/HG00438.GRCh38_no_alt.hap1.sorted.bam
HG00438,2,HG00438_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00438/alignments/GRCh38_no_alt/assemblies/HG00438.GRCh38_no_alt.hap2.sorted.bam
HG005,1,HG005_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG005/alignments/GRCh38_no_alt/assemblies/HG005.GRCh38_no_alt.hap1.sorted.bam
HG005,2,HG005_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG005/alignments/GRCh38_no_alt/assemblies/HG005.GRCh38_no_alt.hap2.sorted.bam
HG00544,1,HG00544_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00544/alignments/GRCh38_no_alt/assemblies/HG00544.GRCh38_no_alt.hap1.sorted.bam
HG00544,2,HG00544_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00544/alignments/GRCh38_no_alt/assemblies/HG00544.GRCh38_no_alt.hap2.sorted.bam
HG00558,1,HG00558_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00558/alignments/GRCh38_no_alt/assemblies/HG00558.GRCh38_no_alt.hap1.sorted.bam
HG00558,2,HG00558_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00558/alignments/GRCh38_no_alt/assemblies/HG00558.GRCh38_no_alt.hap2.sorted.bam
HG00597,1,HG00597_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00597/alignments/GRCh38_no_alt/assemblies/HG00597.GRCh38_no_alt.hap1.sorted.bam
HG00597,2,HG00597_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00597/alignments/GRCh38_no_alt/assemblies/HG00597.GRCh38_no_alt.hap2.sorted.bam
HG00609,1,HG00609_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00609/alignments/GRCh38_no_alt/assemblies/HG00609.GRCh38_no_alt.hap1.sorted.bam
HG00609,2,HG00609_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00609/alignments/GRCh38_no_alt/assemblies/HG00609.GRCh38_no_alt.hap2.sorted.bam
HG00621,1,HG00621_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00621/alignments/GRCh38_no_alt/assemblies/HG00621.GRCh38_no_alt.hap1.sorted.bam
HG00621,2,HG00621_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00621/alignments/GRCh38_no_alt/assemblies/HG00621.GRCh38_no_alt.hap2.sorted.bam
HG00639,1,HG00639_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00639/alignments/GRCh38_no_alt/assemblies/HG00639.GRCh38_no_alt.hap1.sorted.bam
HG00639,2,HG00639_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00639/alignments/GRCh38_no_alt/assemblies/HG00639.GRCh38_no_alt.hap2.sorted.bam
HG00642,1,HG00642_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00642/alignments/GRCh38_no_alt/assemblies/HG00642.GRCh38_no_alt.hap1.sorted.bam
HG00642,2,HG00642_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00642/alignments/GRCh38_no_alt/assemblies/HG00642.GRCh38_no_alt.hap2.sorted.bam
HG00658,1,HG00658_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00658/alignments/GRCh38_no_alt/assemblies/HG00658.GRCh38_no_alt.hap1.sorted.bam
HG00658,2,HG00658_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00658/alignments/GRCh38_no_alt/assemblies/HG00658.GRCh38_no_alt.hap2.sorted.bam
HG00673,1,HG00673_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00673/alignments/GRCh38_no_alt/assemblies/HG00673.GRCh38_no_alt.hap1.sorted.bam
HG00673,2,HG00673_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00673/alignments/GRCh38_no_alt/assemblies/HG00673.GRCh38_no_alt.hap2.sorted.bam
HG00706,1,HG00706_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00706/alignments/GRCh38_no_alt/assemblies/HG00706.GRCh38_no_alt.hap1.sorted.bam
HG00706,2,HG00706_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00706/alignments/GRCh38_no_alt/assemblies/HG00706.GRCh38_no_alt.hap2.sorted.bam
HG00733,1,HG00733_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00733/alignments/GRCh38_no_alt/assemblies/HG00733.GRCh38_no_alt.hap1.sorted.bam
HG00733,2,HG00733_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00733/alignments/GRCh38_no_alt/assemblies/HG00733.GRCh38_no_alt.hap2.sorted.bam
HG00735,1,HG00735_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00735/alignments/GRCh38_no_alt/assemblies/HG00735.GRCh38_no_alt.hap1.sorted.bam
HG00735,2,HG00735_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00735/alignments/GRCh38_no_alt/assemblies/HG00735.GRCh38_no_alt.hap2.sorted.bam
HG00738,1,HG00738_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00738/alignments/GRCh38_no_alt/assemblies/HG00738.GRCh38_no_alt.hap1.sorted.bam
HG00738,2,HG00738_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00738/alignments/GRCh38_no_alt/assemblies/HG00738.GRCh38_no_alt.hap2.sorted.bam
HG00741,1,HG00741_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00741/alignments/GRCh38_no_alt/assemblies/HG00741.GRCh38_no_alt.hap1.sorted.bam
HG00741,2,HG00741_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG00741/alignments/GRCh38_no_alt/assemblies/HG00741.GRCh38_no_alt.hap2.sorted.bam
HG01071,1,HG01071_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01071/alignments/GRCh38_no_alt/assemblies/HG01071.GRCh38_no_alt.hap1.sorted.bam
HG01071,2,HG01071_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01071/alignments/GRCh38_no_alt/assemblies/HG01071.GRCh38_no_alt.hap2.sorted.bam
HG01074,1,HG01074_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01074/alignments/GRCh38_no_alt/assemblies/HG01074.GRCh38_no_alt.hap1.sorted.bam
HG01074,2,HG01074_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01074/alignments/GRCh38_no_alt/assemblies/HG01074.GRCh38_no_alt.hap2.sorted.bam
HG01081,1,HG01081_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01081/alignments/GRCh38_no_alt/assemblies/HG01081.GRCh38_no_alt.hap1.sorted.bam
HG01081,2,HG01081_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01081/alignments/GRCh38_no_alt/assemblies/HG01081.GRCh38_no_alt.hap2.sorted.bam
HG01099,1,HG01099_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01099/alignments/GRCh38_no_alt/assemblies/HG01099.GRCh38_no_alt.hap1.sorted.bam
HG01099,2,HG01099_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01099/alignments/GRCh38_no_alt/assemblies/HG01099.GRCh38_no_alt.hap2.sorted.bam
HG01106,1,HG01106_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01106/alignments/GRCh38_no_alt/assemblies/HG01106.GRCh38_no_alt.hap1.sorted.bam
HG01106,2,HG01106_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01106/alignments/GRCh38_no_alt/assemblies/HG01106.GRCh38_no_alt.hap2.sorted.bam
HG01109,1,HG01109_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01109/alignments/GRCh38_no_alt/assemblies/HG01109.GRCh38_no_alt.hap1.sorted.bam
HG01109,2,HG01109_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01109/alignments/GRCh38_no_alt/assemblies/HG01109.GRCh38_no_alt.hap2.sorted.bam
HG01123,1,HG01123_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01123/alignments/GRCh38_no_alt/assemblies/HG01123.GRCh38_no_alt.hap1.sorted.bam
HG01123,2,HG01123_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01123/alignments/GRCh38_no_alt/assemblies/HG01123.GRCh38_no_alt.hap2.sorted.bam
HG01150,1,HG01150_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01150/alignments/GRCh38_no_alt/assemblies/HG01150.GRCh38_no_alt.hap1.sorted.bam
HG01150,2,HG01150_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01150/alignments/GRCh38_no_alt/assemblies/HG01150.GRCh38_no_alt.hap2.sorted.bam
HG01167,1,HG01167_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01167/alignments/GRCh38_no_alt/assemblies/HG01167.GRCh38_no_alt.hap1.sorted.bam
HG01167,2,HG01167_hap2_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01167/alignments/GRCh38_no_alt/assemblies/HG01167.GRCh38_no_alt.hap2.sorted.bam
HG01175,1,HG01175_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01175/alignments/GRCh38_no_alt/assemblies/HG01175.GRCh38_no_alt.hap1.sorted.bam
HG01175,2,HG01175_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01175/alignments/GRCh38_no_alt/assemblies/HG01175.GRCh38_no_alt.hap2.sorted.bam
