sample_id,sample_name,haplotype,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,assembly,t2t_chrom_tsv,chrom_alias_txt,gaps_bed,telo_bed,mashmap_paf
HG04160_hap1,HG04160,1,trio,hifiasm,0.19.9,2024-09,HG04160_pat_hprc_r2_v1.0.1,hprc,GCA_042036805.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04160/assemblies/freeze_2/HG04160_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG04160_hap1/analysis/assign_chromosomes_outputs/3bd10db6-bbed-43ce-adda-e5dcbe7f21cf/HG04160_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG04160_hap1/analysis/assign_chromosomes_outputs/3bd10db6-bbed-43ce-adda-e5dcbe7f21cf/HG04160_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG04160_hap1/analysis/assign_chromosomes_outputs/7ea5cb85-71a8-4416-ae7a-ce27ad74e7ff/HG04160_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04160_hap1/analysis/assign_chromosomes_outputs/7ea5cb85-71a8-4416-ae7a-ce27ad74e7ff/HG04160_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04160_hap1/analysis/assign_chromosomes_outputs/140f0dfc-7e43-439a-8390-a21f48929a31/mashmap_HG04160_pat_hprc_r2_v1.0.1_pi95.paf
HG04204_hap1,HG04204,1,trio,hifiasm,0.19.9,2024-09,HG04204_pat_hprc_r2_v1.0.1,hprc,GCA_042036795.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04204/assemblies/freeze_2/HG04204_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG04204_hap1/analysis/assign_chromosomes_outputs/c142a09a-29d4-468b-8e44-c0145418734c/HG04204_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG04204_hap1/analysis/assign_chromosomes_outputs/c142a09a-29d4-468b-8e44-c0145418734c/HG04204_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG04204_hap1/analysis/assign_chromosomes_outputs/10a2c593-25b2-4d4d-8a47-adfc96977775/HG04204_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04204_hap1/analysis/assign_chromosomes_outputs/10a2c593-25b2-4d4d-8a47-adfc96977775/HG04204_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04204_hap1/analysis/assign_chromosomes_outputs/3d2a5288-11e1-42d0-8d52-4e4eb0b61e47/mashmap_HG04204_pat_hprc_r2_v1.0.1_pi95.paf
HG04228_hap1,HG04228,1,trio,hifiasm,0.19.9,2024-09,HG04228_pat_hprc_r2_v1.0.1,hprc,GCA_042036925.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG04228/assemblies/freeze_2/HG04228_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG04228_hap1/analysis/assign_chromosomes_outputs/273ee7ec-baf0-4327-9928-9586d1db60cc/HG04228_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG04228_hap1/analysis/assign_chromosomes_outputs/273ee7ec-baf0-4327-9928-9586d1db60cc/HG04228_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG04228_hap1/analysis/assign_chromosomes_outputs/4dd15bad-305e-4f4a-a0c8-75265e311c68/HG04228_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04228_hap1/analysis/assign_chromosomes_outputs/4dd15bad-305e-4f4a-a0c8-75265e311c68/HG04228_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG04228_hap1/analysis/assign_chromosomes_outputs/11442555-6796-4d3a-a409-3aea914f0c7b/mashmap_HG04228_pat_hprc_r2_v1.0.1_pi95.paf
HG00706_hap1,HG00706,1,trio,hifiasm,0.19.9,2024-09,HG00706_pat_hprc_r2_v1.0.1,hprc,GCA_046116065.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00706_hap1/analysis/assign_chromosomes_outputs/40a1a453-3381-4bc3-ae48-c5575520feca/HG00706_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00706_hap1/analysis/assign_chromosomes_outputs/40a1a453-3381-4bc3-ae48-c5575520feca/HG00706_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00706_hap1/analysis/assign_chromosomes_outputs/dc8f323f-69b0-4bc9-b9d2-8aea555fa353/HG00706_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00706_hap1/analysis/assign_chromosomes_outputs/dc8f323f-69b0-4bc9-b9d2-8aea555fa353/HG00706_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00706_hap1/analysis/assign_chromosomes_outputs/f7fc7a83-5814-437b-bbcb-3e622fdb58bc/mashmap_HG00706_pat_hprc_r2_v1.0.1_pi95.paf
HG03816_hap1,HG03816,1,trio,hifiasm,0.19.9,2024-09,HG03816_pat_hprc_r2_v1.0.1,hprc,GCA_046116025.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03816/assemblies/freeze_2/HG03816_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG03816_hap1/analysis/assign_chromosomes_outputs/32cf8c4a-75ab-4d70-9e01-d05b347b4067/HG03816_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG03816_hap1/analysis/assign_chromosomes_outputs/32cf8c4a-75ab-4d70-9e01-d05b347b4067/HG03816_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG03816_hap1/analysis/assign_chromosomes_outputs/c018c9fc-d62a-49c3-925b-f3db7af44a33/HG03816_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03816_hap1/analysis/assign_chromosomes_outputs/c018c9fc-d62a-49c3-925b-f3db7af44a33/HG03816_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03816_hap1/analysis/assign_chromosomes_outputs/a789f1a5-0430-4b2a-ae2d-9d8d33146d77/mashmap_HG03816_pat_hprc_r2_v1.0.1_pi95.paf
HG00423_hap1,HG00423,1,trio,hifiasm,0.19.9,2024-09,HG00423_pat_hprc_r2_v1.0.1,hprc,GCA_042076665.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00423/assemblies/freeze_2/HG00423_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00423_hap1/analysis/assign_chromosomes_outputs/25ad0367-2f51-46df-b0e9-688477ef8544/HG00423_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00423_hap1/analysis/assign_chromosomes_outputs/25ad0367-2f51-46df-b0e9-688477ef8544/HG00423_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00423_hap1/analysis/assign_chromosomes_outputs/9fa60ffe-c833-49dc-a876-c65136f519be/HG00423_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00423_hap1/analysis/assign_chromosomes_outputs/9fa60ffe-c833-49dc-a876-c65136f519be/HG00423_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00423_hap1/analysis/assign_chromosomes_outputs/965cf35b-894e-41b5-917c-1d004a2f10be/mashmap_HG00423_pat_hprc_r2_v1.0.1_pi95.paf
HG00544_hap1,HG00544,1,trio,hifiasm,0.19.9,2024-09,HG00544_pat_hprc_r2_v1.0.1,hprc,GCA_042076675.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00544_hap1/analysis/assign_chromosomes_outputs/be68280c-cef7-4924-a358-296321e195d7/HG00544_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00544_hap1/analysis/assign_chromosomes_outputs/be68280c-cef7-4924-a358-296321e195d7/HG00544_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00544_hap1/analysis/assign_chromosomes_outputs/0b17cd38-0428-4625-8bab-5f498c662096/HG00544_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00544_hap1/analysis/assign_chromosomes_outputs/0b17cd38-0428-4625-8bab-5f498c662096/HG00544_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00544_hap1/analysis/assign_chromosomes_outputs/a3af5014-8ea5-437d-8d83-944d5b78f933/mashmap_HG00544_pat_hprc_r2_v1.0.1_pi95.paf
HG01943_hap1,HG01943,1,trio,hifiasm,0.19.9,2024-09,HG01943_pat_hprc_r2_v1.0.1,hprc,GCA_042076525.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG01943_hap1/analysis/assign_chromosomes_outputs/d3ab61c5-b7a3-40b1-a8db-ac74c76ac36f/HG01943_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG01943_hap1/analysis/assign_chromosomes_outputs/d3ab61c5-b7a3-40b1-a8db-ac74c76ac36f/HG01943_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG01943_hap1/analysis/assign_chromosomes_outputs/f5c82b8e-1b61-4d84-b6b9-4899389d4550/HG01943_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01943_hap1/analysis/assign_chromosomes_outputs/f5c82b8e-1b61-4d84-b6b9-4899389d4550/HG01943_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG01943_hap1/analysis/assign_chromosomes_outputs/795c476f-fe38-43dc-b2dc-94e233c33a0b/mashmap_HG01943_pat_hprc_r2_v1.0.1_pi95.paf
HG02735_hap1,HG02735,1,trio,hifiasm,0.19.9,2024-09,HG02735_pat_hprc_r2_v1.0.1,hprc,GCA_042076445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02735/assemblies/freeze_2/HG02735_pat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02735_hap1/analysis/assign_chromosomes_outputs/f25d2c33-f595-4157-a9af-6b58d37ec975/HG02735_pat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02735_hap1/analysis/assign_chromosomes_outputs/f25d2c33-f595-4157-a9af-6b58d37ec975/HG02735_pat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02735_hap1/analysis/assign_chromosomes_outputs/ea78c27a-29be-4d23-ac5d-8febc3c6f450/HG02735_pat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02735_hap1/analysis/assign_chromosomes_outputs/ea78c27a-29be-4d23-ac5d-8febc3c6f450/HG02735_pat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02735_hap1/analysis/assign_chromosomes_outputs/34ede4c5-5d9b-40c7-b86b-6d0e1c40253f/mashmap_HG02735_pat_hprc_r2_v1.0.1_pi95.paf
HG03225_hap1,HG03225,1,hic,hifiasm,0.19.9,2024-09,HG03225_hap1_hprc_r2_v1.0.1,hprc,GCA_042076455.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03225/assemblies/freeze_2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG03225_hap1/analysis/assign_chromosomes_outputs/ee781c53-48fe-46a2-b292-b8c4c00e94e5/HG03225_hap1_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG03225_hap1/analysis/assign_chromosomes_outputs/ee781c53-48fe-46a2-b292-b8c4c00e94e5/HG03225_hap1_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG03225_hap1/analysis/assign_chromosomes_outputs/c19fa658-c757-4c77-8f8a-941ac7c32973/HG03225_hap1_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03225_hap1/analysis/assign_chromosomes_outputs/c19fa658-c757-4c77-8f8a-941ac7c32973/HG03225_hap1_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03225_hap1/analysis/assign_chromosomes_outputs/897d08cc-99e3-46e6-8399-f4d3c6fa8f9e/mashmap_HG03225_hap1_hprc_r2_v1.0.1_pi95.paf
NA19159_hap1,NA19159,1,hic,hifiasm,0.19.9,2024-09,NA19159_hap1_hprc_r2_v1.0.1,hprc,GCA_046056445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/NA19159_hap1/analysis/assign_chromosomes_outputs/a3fb6697-136e-457b-b235-fab7ff4bc33d/NA19159_hap1_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/NA19159_hap1/analysis/assign_chromosomes_outputs/a3fb6697-136e-457b-b235-fab7ff4bc33d/NA19159_hap1_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/NA19159_hap1/analysis/assign_chromosomes_outputs/23443272-3d02-4977-b7e3-51e334ad5407/NA19159_hap1_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/NA19159_hap1/analysis/assign_chromosomes_outputs/23443272-3d02-4977-b7e3-51e334ad5407/NA19159_hap1_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/NA19159_hap1/analysis/assign_chromosomes_outputs/e7d2aec3-d7a2-48a3-9128-e1bf005939d7/mashmap_NA19159_hap1_hprc_r2_v1.0.1_pi95.paf
HG00126_hap1,HG00126,1,hic,hifiasm,0.19.9,2024-09,HG00126_hap1_hprc_r2_v1.0.1,hprc,GCA_042078065.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00126/assemblies/freeze_2/HG00126_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00126_hap1/analysis/assign_chromosomes_outputs/401807c0-86a2-48f4-a13a-1bd06e28cc09/HG00126_hap1_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00126_hap1/analysis/assign_chromosomes_outputs/401807c0-86a2-48f4-a13a-1bd06e28cc09/HG00126_hap1_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00126_hap1/analysis/assign_chromosomes_outputs/b443c28a-cb6f-4d7e-a216-bd4e7da13384/HG00126_hap1_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00126_hap1/analysis/assign_chromosomes_outputs/b443c28a-cb6f-4d7e-a216-bd4e7da13384/HG00126_hap1_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00126_hap1/analysis/assign_chromosomes_outputs/4b0cae0a-83db-4931-bab7-56d6e80d4369/mashmap_HG00126_hap1_hprc_r2_v1.0.1_pi95.paf
HG00128_hap1,HG00128,1,hic,hifiasm,0.19.9,2024-09,HG00128_hap1_hprc_r2_v1.0.1,hprc,GCA_042078025.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00128/assemblies/freeze_2/HG00128_hap1_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00128_hap1/analysis/assign_chromosomes_outputs/ebcf3c82-dbae-43c2-bf75-c3cae7d2291a/HG00128_hap1_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00128_hap1/analysis/assign_chromosomes_outputs/ebcf3c82-dbae-43c2-bf75-c3cae7d2291a/HG00128_hap1_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00128_hap1/analysis/assign_chromosomes_outputs/ba34e79f-3025-49ec-99fb-0ae6001a0a18/HG00128_hap1_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00128_hap1/analysis/assign_chromosomes_outputs/ba34e79f-3025-49ec-99fb-0ae6001a0a18/HG00128_hap1_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00128_hap1/analysis/assign_chromosomes_outputs/99296ca2-9224-4137-9146-b7fbfd65a01b/mashmap_HG00128_hap1_hprc_r2_v1.0.1_pi95.paf
